"studyid","workflowid","threshold","numerator","denominator","log_denominator","gsm_analysis_date"
"AA-AA-000-0000","cou0001",-3,393.240789861832,122034.716,11.7120608406137,2024-01-05
"AA-AA-000-0000","cou0001",-3,401.990435364131,124179,11.7294793520599,2024-01-05
"AA-AA-000-0000","cou0001",-3,410.755762330024,126323.284,11.7465996460583,2024-01-05
"AA-AA-000-0000","cou0001",-3,419.536373131528,128467.568,11.7634317623569,2024-01-05
"AA-AA-000-0000","cou0001",-3,428.331886666018,130611.852,11.7799852420897,2024-01-05
"AA-AA-000-0000","cou0001",-3,437.141937410412,132756.136,11.7962691602582,2024-01-05
"AA-AA-000-0000","cou0001",-3,445.966174543838,134900.42,11.8122921556083,2024-01-05
"AA-AA-000-0000","cou0001",-3,454.804261132813,137044.704,11.8280624581532,2024-01-05
"AA-AA-000-0000","cou0001",-3,463.655873373584,139188.988,11.8435879145578,2024-01-05
"AA-AA-000-0000","cou0001",-3,472.520699886802,141333.272,11.8588760115836,2024-01-05
"AA-AA-000-0000","cou0001",-3,481.398441060174,143477.556,11.8739338977682,2024-01-05
"AA-AA-000-0000","cou0001",-3,490.288808435167,145621.84,11.8887684034958,2024-01-05
"AA-AA-000-0000","cou0001",-3,499.191524134206,147766.124,11.9033860596017,2024-01-05
"AA-AA-000-0000","cou0001",-3,508.106320325152,149910.408,11.9177931146356,2024-01-05
"AA-AA-000-0000","cou0001",-3,517.032938720126,152054.692,11.9319955508997,2024-01-05
"AA-AA-000-0000","cou0001",-3,525.971130106031,154198.976,11.945999099363,2024-01-05
"AA-AA-000-0000","cou0001",-3,534.920653904359,156343.26,11.9598092535462,2024-01-05
"AA-AA-000-0000","cou0001",-3,543.881277758076,158487.544,11.9734312824606,2024-01-05
"AA-AA-000-0000","cou0001",-3,552.852777143569,160631.828,11.9868702426776,2024-01-05
"AA-AA-000-0000","cou0001",-3,561.834935005839,162776.112,12.0001309895976,2024-01-05
"AA-AA-000-0000","cou0001",-3,570.82754141525,164920.396,12.0132181879822,2024-01-05
"AA-AA-000-0000","cou0001",-3,579.83039324429,167064.68,12.0261363218047,2024-01-05
"AA-AA-000-0000","cou0001",-3,588.843293862957,169208.964,12.0388897034743,2024-01-05
"AA-AA-000-0000","cou0001",-3,597.866052851449,171353.248,12.0514824824776,2024-01-05
"AA-AA-000-0000","cou0001",-3,606.898485728998,173497.532,12.063918653484,2024-01-05
"AA-AA-000-0000","cou0001",-3,615.940413697728,175641.816,12.0762020639527,2024-01-05
"AA-AA-000-0000","cou0001",-3,624.991663400553,177786.1,12.0883364212781,2024-01-05
"AA-AA-000-0000","cou0001",-3,634.052066692172,179930.384,12.1003252995076,2024-01-05
"AA-AA-000-0000","cou0001",-3,643.121460422308,182074.668,12.11217214566,2024-01-05
"AA-AA-000-0000","cou0001",-3,652.199686230411,184218.952,12.1238802856758,2024-01-05
"AA-AA-000-0000","cou0001",-3,661.286590351071,186363.236,12.1354529300212,2024-01-05
"AA-AA-000-0000","cou0001",-3,670.38202342949,188507.52,12.1468931789737,2024-01-05
"AA-AA-000-0000","cou0001",-3,679.485840346365,190651.804,12.1582040276065,2024-01-05
"AA-AA-000-0000","cou0001",-3,688.597900051615,192796.088,12.1693883704963,2024-01-05
"AA-AA-000-0000","cou0001",-3,697.718065406408,194940.372,12.1804490061689,2024-01-05
"AA-AA-000-0000","cou0001",-3,706.846203032982,197084.656,12.1913886413027,2024-01-05
"AA-AA-000-0000","cou0001",-3,715.982183171801,199228.94,12.2022098947049,2024-01-05
"AA-AA-000-0000","cou0001",-3,725.125879545617,201373.224,12.2129153010735,2024-01-05
"AA-AA-000-0000","cou0001",-3,734.277169230022,203517.508,12.2235073145621,2024-01-05
"AA-AA-000-0000","cou0001",-3,743.435932530123,205661.792,12.2339883121557,2024-01-05
"AA-AA-000-0000","cou0001",-3,752.602052862991,207806.076,12.2443605968733,2024-01-05
"AA-AA-000-0000","cou0001",-3,761.775416645555,209950.36,12.2546264008048,2024-01-05
"AA-AA-000-0000","cou0001",-3,770.955913187633,212094.644,12.2647878879944,2024-01-05
"AA-AA-000-0000","cou0001",-3,780.143434589819,214238.928,12.2748471571784,2024-01-05
"AA-AA-000-0000","cou0001",-3,789.337875645957,216383.212,12.2848062443869,2024-01-05
"AA-AA-000-0000","cou0001",-3,798.539133749957,218527.496,12.2946671254176,2024-01-05
"AA-AA-000-0000","cou0001",-3,807.74710880671,220671.78,12.304431718188,2024-01-05
"AA-AA-000-0000","cou0001",-3,816.961703146896,222816.064,12.3141018849747,2024-01-05
"AA-AA-000-0000","cou0001",-3,826.182821445466,224960.348,12.3236794345449,2024-01-05
"AA-AA-000-0000","cou0001",-3,835.410370643618,227104.632,12.3331661241868,2024-01-05
"AA-AA-000-0000","cou0001",-3,844.644259874079,229248.916,12.3425636616452,2024-01-05
"AA-AA-000-0000","cou0001",-3,853.884400389518,231393.2,12.3518737069659,2024-01-05
"AA-AA-000-0000","cou0001",-3,863.130705493952,233537.484,12.3610978742566,2024-01-05
"AA-AA-000-0000","cou0001",-3,872.383090476967,235681.768,12.3702377333655,2024-01-05
"AA-AA-000-0000","cou0001",-3,881.64147255063,237826.052,12.3792948114855,2024-01-05
"AA-AA-000-0000","cou0001",-3,890.905770788955,239970.336,12.388270594685,2024-01-05
"AA-AA-000-0000","cou0001",-3,900.175906069803,242114.62,12.3971665293722,2024-01-05
"AA-AA-000-0000","cou0001",-3,909.451801019082,244258.904,12.405984023693,2024-01-05
"AA-AA-000-0000","cou0001",-3,918.733379957159,246403.188,12.4147244488695,2024-01-05
